measurement_date,grid_cell_id,min_temperature,max_temperature,mean_temperature,precipitation
2013-07-11,1001,669,1402,995,0.0
2013-07-12,1001,674,1739,1164,2.039
2013-07-13,1001,638,1565,967,0.0
2013-07-14,1001,844,1652,1109,2.434
2013-07-15,1001,721,1453,1132,0.0
2013-07-16,1001,717,1509,1025,0.0
2013-07-17,1001,897,1789,1107,0.343
2013-07-18,1001,709,1501,969,2.195
2013-07-19,1001,716,1438,1046,1.804
2013-07-20,1001,815,1452,1105,1.849
2013-07-21,1001,892,1313,1064,2.007
2013-07-22,1001,548,1538,1024,1.367
2013-07-23,1001,843,1242,1120,2.684
2013-07-24,1001,782,1529,1066,1.824
2013-07-25,1001,587,1553,988,0.0
2013-07-26,1001,598,1402,1004,1.234
2013-07-27,1001,594,1526,1029,0.892
2013-07-28,1001,430,1151,885,0.0
2013-07-29,1001,574,1476,935,0.0
2013-07-30,1001,482,1461,854,2.185
2013-07-31,1001,581,1397,889,1.856
2013-08-01,1001,636,1376,1017,0.0
2013-08-02,1001,571,1390,966,0.0
2013-08-03,1001,638,1380,918,0.432
2013-08-04,1001,624,1388,954,4.059
2013-08-05,1001,585,1429,862,1.587
2013-08-06,1001,541,1285,792,0.0
2013-08-07,1001,483,1409,803,1.635
2013-08-08,1001,583,1496,958,3.309
2013-08-09,1001,477,1318,684,0.0
2013-08-10,1001,407,1193,765,0.0
2013-08-11,1001,445,1211,847,0.517
2013-08-12,1001,485,1185,730,1.293
2013-08-13,1001,289,1291,757,1.542
2013-08-14,1001,512,1246,727,0.654
2013-08-15,1001,434,1192,753,1.443
2013-08-16,1001,356,1430,707,0.0
2013-08-17,1001,420,1337,752,1.197
2013-08-18,1001,319,1256,745,0.403
2013-08-19,1001,284,1200,631,0.0
2013-08-20,1001,237,1084,580,0.0
2013-08-21,1001,398,1255,539,0.0
2013-08-22,1001,275,919,635,0.473
2013-08-23,1001,321,1043,731,0.0
2013-08-24,1001,-27,1034,534,0.0
2013-08-25,1001,121,1264,621,2.204
2013-08-26,1001,274,1203,717,4.243
2013-08-27,1001,296,1110,658,0.0
2013-08-28,1001,259,1272,578,1.272
2013-08-29,1001,256,807,544,0.0
2013-08-30,1001,311,1065,522,2.807
2013-08-31,1001,233,807,514,0.0
2013-09-01,1001,345,1062,587,2.767
2013-09-02,1001,125,949,553,1.943
2013-09-03,1001,219,1244,535,0.346
2013-09-04,1001,346,1126,693,3.301
2013-09-05,1001,248,1101,463,2.498
2013-09-06,1001,144,1180,532,2.088
2013-09-07,1001,419,1076,533,0.032
2013-09-08,1001,98,881,537,0.196
2013-09-09,1001,275,868,487,0.22
2013-09-10,1001,324,1079,540,2.304
2013-09-11,1001,222,704,487,3.074
2013-09-12,1001,171,1064,543,0.0
2013-09-13,1001,-23,731,391,0.0
2013-09-14,1001,180,1184,545,0.494
2013-09-15,1001,57,989,411,0.0
2013-09-16,1001,85,795,411,0.413
2013-09-17,1001,-109,1117,331,1.308
2013-09-18,1001,174,857,397,0.944
2013-09-19,1001,306,992,494,0.0
2013-09-20,1001,-182,834,376,0.0
2013-09-21,1001,125,1085,534,3.915
2013-09-22,1001,-62,677,273,0.607
2013-09-23,1001,-13,732,377,4.051
2013-09-24,1001,-95,892,301,0.0
2013-09-25,1001,-136,854,381,0.727
2013-09-26,1001,-145,719,334,1.145
2013-09-27,1001,95,696,269,1.102
2013-09-28,1001,-17,940,331,2.586
2013-09-29,1001,-137,788,260,2.529
2013-09-30,1001,-47,764,337,10.342
2013-10-01,1001,-32,892,270,0.0
2013-10-02,1001,-38,488,309,1.61
2013-10-03,1001,-25,785,322,1.742
2013-10-04,1001,-8,895,243,0.0
2013-10-05,1001,-288,680,188,3.686
2013-10-06,1001,53,852,461,0.926
2013-10-07,1001,-54,911,373,0.782
2013-10-08,1001,160,1000,447,2.773
2013-10-09,1001,-256,429,108,0.876
2013-10-10,1001,-259,719,219,1.521
2013-10-11,1001,-178,668,223,3.561
2013-10-12,1001,-286,545,90,0.74
2013-10-13,1001,218,848,377,0.389
2013-10-14,1001,-77,1032,385,0.0
2013-10-15,1001,-7,912,307,2.135
2013-10-16,1001,-191,615,192,0.0
2013-10-17,1001,66,1055,463,4.238
2013-10-18,1001,40,711,327,1.375
2013-10-19,1001,92,872,292,0.0
2013-10-20,1001,-188,609,163,0.532
2013-10-21,1001,-209,686,145,0.0
2013-10-22,1001,-31,773,219,0.0
2013-10-23,1001,-116,765,224,3.303
2013-10-24,1001,105,631,299,2.287
2013-10-25,1001,124,999,301,3.966
2013-10-26,1001,134,675,276,1.305
2013-10-27,1001,-108,919,307,10.086
2013-10-28,1001,-43,965,260,3.772
2013-10-29,1001,176,938,409,0.0
2013-10-30,1001,-110,844,189,3.419
2013-10-31,1001,12,770,362,3.237
2013-11-01,1001,-39,592,331,0.0
2013-11-02,1001,-121,803,229,1.259
2013-11-03,1001,-44,727,283,0.0
2013-11-04,1001,52,689,161,3.325
2013-11-05,1001,-90,826,229,1.537
2013-11-06,1001,-295,570,183,3.816
2013-11-07,1001,-81,735,261,0.965
2013-11-08,1001,99,449,209,3.085
2013-11-09,1001,55,849,347,2.737
2013-11-10,1001,-49,748,241,1.245
2013-11-11,1001,-124,658,318,1.641
2013-11-12,1001,11,812,179,6.531
2013-11-13,1001,-262,1022,254,8.346
2013-11-14,1001,-176,528,231,2.244
2013-11-15,1001,-12,717,215,0.0
2013-11-16,1001,-20,752,260,0.624
2013-11-17,1001,-83,769,285,3.94
2013-11-18,1001,-261,595,161,2.746
2013-11-19,1001,-9,653,270,3.432
2013-11-20,1001,-236,627,116,11.764
2013-11-21,1001,-110,875,346,1.142
2013-11-22,1001,35,673,211,1.759
2013-11-23,1001,-143,738,236,2.118
2013-11-24,1001,89,876,396,1.694
2013-11-25,1001,58,917,362,0.0
2013-11-26,1001,-49,699,335,0.0
2013-11-27,1001,-120,833,306,2.714
2013-11-28,1001,101,831,385,4.774
2013-11-29,1001,-33,738,264,4.26
2013-11-30,1001,-151,876,224,0.514
2013-12-01,1001,-97,909,322,4.432
2013-12-02,1001,62,777,273,1.093
2013-12-03,1001,3,1073,389,0.344
2013-12-04,1001,-230,820,170,0.0
2013-12-05,1001,39,1015,418,6.525
2013-12-06,1001,-72,847,417,0.0
2013-12-07,1001,300,870,525,0.0
2013-12-08,1001,53,902,346,0.0
2013-12-09,1001,70,835,338,0.674
2013-12-10,1001,102,766,295,0.0
2013-12-11,1001,145,830,378,0.0
2013-12-12,1001,36,979,309,0.0
2013-12-13,1001,116,809,352,3.113
2013-12-14,1001,-58,902,358,0.0
2013-12-15,1001,100,887,383,2.283
2013-12-16,1001,186,885,499,0.137
2013-12-17,1001,137,766,425,1.825
2013-12-18,1001,154,896,449,6.159
2013-12-19,1001,194,1018,491,5.7
2013-12-20,1001,-28,780,425,6.695
2013-12-21,1001,27,805,409,0.0
2013-12-22,1001,73,779,491,5.769
2013-12-23,1001,135,1006,396,1.361
2013-12-24,1001,134,1038,515,0.346
2013-12-25,1001,421,1036,568,2.97
2013-12-26,1001,525,1145,715,0.0
2013-12-27,1001,279,1258,601,0.0
2013-12-28,1001,189,1072,640,0.0
2013-12-29,1001,297,974,541,8.255
2013-12-30,1001,272,940,562,0.0
2013-12-31,1001,66,938,517,0.0
2014-01-01,1001,268,1056,572,0.0
2014-01-02,1001,223,1086,558,3.847
2014-01-03,1001,328,982,582,1.696
2014-01-04,1001,181,998,588,5.884
2014-01-05,1001,272,1204,735,4.501
2014-01-06,1001,472,1266,659,0.0
2014-01-07,1001,435,1089,684,3.819
2014-01-08,1001,437,1178,710,0.0
2014-01-09,1001,283,982,721,0.0
2014-01-10,1001,100,1268,570,1.973
2014-01-11,1001,204,1146,524,0.0
2014-01-12,1001,278,1151,700,0.0
2014-01-13,1001,369,1196,670,0.0
2014-01-14,1001,420,1343,838,10.762
2014-01-15,1001,449,1409,718,0.0
2014-01-16,1001,551,1463,936,5.189
2014-01-17,1001,678,1256,931,0.0
2014-01-18,1001,383,1309,712,4.827
2014-01-19,1001,258,1039,696,4.421
2014-01-20,1001,583,1247,792,0.0
2014-01-21,1001,466,1379,895,6.511
2014-01-22,1001,391,1068,705,5.884
2014-01-23,1001,616,1239,779,0.897
2014-01-24,1001,406,1184,804,6.832
2014-01-25,1001,591,1068,848,0.0
2014-01-26,1001,561,1022,716,2.069
2014-01-27,1001,630,1345,982,3.117
2014-01-28,1001,822,1506,1018,0.121
2014-01-29,1001,550,1383,839,0.962
2014-01-30,1001,493,1287,849,0.0
2014-01-31,1001,446,1155,846,1.895
2014-02-01,1001,635,1558,907,0.48
2014-02-02,1001,813,1545,909,0.0
2014-02-03,1001,617,1593,918,3.917
2014-02-04,1001,591,1481,932,1.004
2014-02-05,1001,698,1496,979,2.15
2014-02-06,1001,444,1473,881,1.79
2014-02-07,1001,856,1652,1063,0.0
2014-02-08,1001,854,1606,1107,6.363
2014-02-09,1001,674,1381,1019,0.0
2014-02-10,1001,506,1190,927,3.545
2014-02-11,1001,875,1412,1137,0.344
2014-02-12,1001,780,1567,1031,1.435
2014-02-13,1001,919,1309,1052,0.0
2014-02-14,1001,936,1568,1108,2.451
2014-02-15,1001,893,1600,1183,0.0
2014-02-16,1001,790,1455,1027,5.249
2014-02-17,1001,721,1724,977,4.327
2014-02-18,1001,870,1890,1308,5.277
2014-02-19,1001,650,1296,983,0.0
2014-02-20,1001,672,1455,994,3.608
2014-02-21,1001,651,1549,1036,13.675
2014-02-22,1001,841,1675,1127,0.0
2014-02-23,1001,765,1582,1177,2.614
2014-02-24,1001,559,1631,990,0.0
2014-02-25,1001,726,1602,1151,0.0
2014-02-26,1001,909,1559,1188,0.0
2014-02-27,1001,793,1642,1125,0.0
2014-02-28,1001,789,1760,1211,3.574
2014-03-01,1001,1045,1752,1345,3.44
2014-03-02,1001,909,1652,1193,3.241
2014-03-03,1001,1106,1631,1290,0.0
2014-03-04,1001,1027,1801,1335,0.0
2014-03-05,1001,898,1771,1293,0.673
2014-03-06,1001,814,1680,1252,7.406
2014-03-07,1001,1015,1891,1285,5.329
2014-03-08,1001,1231,1684,1335,0.0
2014-03-09,1001,1269,1801,1382,2.848
2014-03-10,1001,843,1752,1228,0.0
2014-03-11,1001,1104,1964,1374,2.682
2014-03-12,1001,1000,1688,1249,0.378
2014-03-13,1001,886,1436,1285,2.058
2014-03-14,1001,853,1718,1278,1.184
2014-03-15,1001,877,1839,1211,3.461
2014-03-16,1001,1013,1793,1302,0.0
2014-03-17,1001,1131,2005,1440,0.0
2014-03-18,1001,1165,1860,1434,0.0
2014-03-19,1001,1094,1928,1259,2.876
2014-03-20,1001,993,1884,1396,1.87
2014-03-21,1001,843,1869,1310,2.947
2014-03-22,1001,900,1805,1268,0.0
2014-03-23,1001,994,2066,1319,2.893
2014-03-24,1001,1041,1698,1363,0.0
2014-03-25,1001,1136,1966,1438,0.845
2014-03-26,1001,1172,1887,1512,0.201
2014-03-27,1001,894,2001,1377,0.397
2014-03-28,1001,1183,2052,1512,0.0
2014-03-29,1001,1234,1984,1436,0.0
2014-03-30,1001,1045,1890,1500,1.14
2014-03-31,1001,1060,1859,1499,3.042
2014-04-01,1001,1197,1634,1409,0.0
2014-04-02,1001,1101,1903,1425,4.473
2014-04-03,1001,1176,1792,1389,0.645
2014-04-04,1001,1247,2288,1647,3.687
2014-04-05,1001,1169,1868,1437,0.0
2014-04-06,1001,1264,2074,1486,0.0
2014-04-07,1001,1260,2291,1566,5.632
2014-04-08,1001,1059,1795,1418,4.937
2014-04-09,1001,1077,2023,1534,1.657
2014-04-10,1001,1251,1988,1493,0.0
2014-04-11,1001,955,1769,1357,0.0
2014-04-12,1001,1047,1825,1444,0.0
2014-04-13,1001,1284,1847,1507,1.967
2014-04-14,1001,1238,2195,1563,1.139
2014-04-15,1001,1192,2017,1536,3.984
2014-04-16,1001,1100,1679,1379,1.902
2014-04-17,1001,1057,1822,1383,3.067
2014-04-18,1001,1050,1943,1473,2.719
2014-04-19,1001,1100,1857,1457,0.0
2014-04-20,1001,1045,2115,1447,4.903
2014-04-21,1001,1315,2223,1723,0.524
2014-04-22,1001,1198,2035,1466,0.0
2014-04-23,1001,1267,1974,1554,1.26
2014-04-24,1001,1289,1988,1508,0.0
2014-04-25,1001,1172,1800,1434,2.147
2014-04-26,1001,1140,1927,1507,0.0
2014-04-27,1001,1150,2199,1443,0.0
2014-04-28,1001,1087,1798,1521,0.657
2014-04-29,1001,1322,2283,1689,0.0
2014-04-30,1001,1320,1979,1474,0.0
2014-05-01,1001,1256,2098,1558,1.601
2014-05-02,1001,1497,2094,1766,0.0
2014-05-03,1001,1428,1925,1605,0.679
2014-05-04,1001,1411,2134,1650,0.182
2014-05-05,1001,1177,1897,1519,0.0
2014-05-06,1001,1517,1914,1517,0.0
2014-05-07,1001,1085,1682,1494,0.0
2014-05-08,1001,977,1958,1594,0.0
2014-05-09,1001,1303,1725,1582,1.795
2014-05-10,1001,1382,2092,1675,2.371
2014-05-11,1001,793,1878,1397,0.0
2014-05-12,1001,1239,1898,1552,3.54
2014-05-13,1001,1182,2248,1645,2.037
2014-05-14,1001,1345,1909,1566,4.283
2014-05-15,1001,1212,1911,1546,1.524
2014-05-16,1001,1396,2056,1658,2.826
2014-05-17,1001,1455,1980,1577,0.0
2014-05-18,1001,1358,2277,1604,4.443
2014-05-19,1001,1068,2157,1518,3.954
2014-05-20,1001,1100,1809,1421,0.736
2014-05-21,1001,1352,2173,1583,4.159
2014-05-22,1001,1233,1984,1476,0.056
2014-05-23,1001,1222,1867,1414,3.928
2014-05-24,1001,1055,1853,1447,2.372
2014-05-25,1001,1278,2226,1551,1.451
2014-05-26,1001,1117,2087,1504,2.942
2014-05-27,1001,991,1878,1396,0.728
2014-05-28,1001,1072,1927,1454,4.127
2014-05-29,1001,912,1928,1402,2.436
2014-05-30,1001,1045,2101,1306,1.513
2014-05-31,1001,1063,1860,1479,0.0
2014-06-01,1001,1148,1681,1403,0.0
2014-06-02,1001,1025,1783,1388,0.0
2014-06-03,1001,1157,1950,1487,0.66
2014-06-04,1001,1311,2144,1541,0.0
2014-06-05,1001,1141,2048,1416,0.617
2014-06-06,1001,1104,1958,1460,0.0
2014-06-07,1001,1368,2034,1551,1.92
2014-06-08,1001,1075,1787,1304,1.051
2014-06-09,1001,1212,1731,1323,0.755
2014-06-10,1001,1141,1880,1475,0.984
2014-06-11,1001,1127,1806,1403,3.016
2014-06-12,1001,1065,1976,1394,0.0
2014-06-13,1001,1304,2021,1510,0.714
2014-06-14,1001,940,1762,1298,0.694
2014-06-15,1001,919,1992,1338,4.584
2014-06-16,1001,1081,1785,1399,0.0
2014-06-17,1001,1027,1987,1331,1.211
2014-06-18,1001,1120,1705,1294,0.0
2014-06-19,1001,1034,1705,1434,1.065
2014-06-20,1001,1117,1765,1353,3.163
2014-06-21,1001,890,1644,1316,0.0
2014-06-22,1001,924,1640,1281,0.0
2014-06-23,1001,1134,1831,1363,1.088
2014-06-24,1001,882,1577,1161,0.0
2014-06-25,1001,953,1667,1315,0.089
2014-06-26,1001,933,1784,1252,0.0
2014-06-27,1001,918,1859,1312,0.0
2014-06-28,1001,1030,1569,1333,0.0
2014-06-29,1001,1011,2063,1433,1.628
2014-06-30,1001,888,1928,1295,1.431
2014-07-01,1001,1024,1751,1272,0.0
2014-07-02,1001,786,1931,1237,0.0
2014-07-03,1001,562,1511,1077,0.0
2014-07-04,1001,847,1672,1118,1.358
2014-07-05,1001,836,1702,1184,2.182
2014-07-06,1001,791,1529,1159,1.965
2014-07-07,1001,955,1648,1238,0.135
2014-07-08,1001,712,1438,1037,0.0
2014-07-09,1001,872,1901,1238,1.376
2014-07-10,1001,1022,1785,1232,0.135
2014-07-11,1001,882,1634,1082,0.363
2014-07-12,1001,706,1378,977,0.879
2014-07-13,1001,600,1311,915,2.009
2014-07-14,1001,822,1600,1253,0.208
2014-07-15,1001,776,1471,1060,4.685
2014-07-16,1001,696,1364,1015,2.235
2014-07-17,1001,778,1692,1082,0.0
2014-07-18,1001,807,1427,1130,0.0
2014-07-19,1001,1134,1571,1279,1.548
2014-07-20,1001,391,1250,840,0.0
2014-07-21,1001,510,1363,931,0.493
2014-07-22,1001,605,1636,1043,0.0
2014-07-23,1001,728,1394,1031,0.0
2014-07-24,1001,660,1272,901,0.615
2014-07-25,1001,818,1515,1031,0.24
2014-07-26,1001,810,1504,1035,0.0
2014-07-27,1001,645,1457,1072,4.86
2014-07-28,1001,613,1538,959,0.0
2014-07-29,1001,470,1372,889,0.209
2014-07-30,1001,525,1247,823,1.959
2014-07-31,1001,585,1307,960,2.944
2014-08-01,1001,866,1536,992,0.0
2014-08-02,1001,399,1327,820,1.531
2014-08-03,1001,531,1308,873,1.015
2014-08-04,1001,615,1442,844,2.03
2014-08-05,1001,578,1414,962,4.052
2014-08-06,1001,386,1259,737,0.723
2014-08-07,1001,397,1289,751,0.0
2014-08-08,1001,563,1309,917,1.958
2014-08-09,1001,362,1286,752,0.0
2014-08-10,1001,411,1466,879,0.0
2014-08-11,1001,631,1131,866,1.325
2014-08-12,1001,531,1190,779,0.396
2014-08-13,1001,586,1187,849,1.272
2014-08-14,1001,508,1158,733,0.0
2014-08-15,1001,49,1095,582,0.0
2014-08-16,1001,526,1245,762,2.343
2014-08-17,1001,338,1219,732,3.757
2014-08-18,1001,267,1095,640,0.0
2014-08-19,1001,381,1113,635,3.761
2014-08-20,1001,408,1158,757,2.134
2014-08-21,1001,257,1355,652,0.0
2014-08-22,1001,398,1034,696,2.594
2014-08-23,1001,316,1141,623,0.0
2014-08-24,1001,488,1207,724,0.0
2014-08-25,1001,279,891,556,0.611
2014-08-26,1001,425,836,562,0.0
2014-08-27,1001,376,1042,644,1.054
2014-08-28,1001,126,1008,590,0.315
2014-08-29,1001,109,1094,423,1.635
2014-08-30,1001,137,845,605,2.096
2014-08-31,1001,206,1099,617,0.279
2014-09-01,1001,212,1093,628,1.056
2014-09-02,1001,377,968,634,0.0
2014-09-03,1001,272,1081,584,0.0
2014-09-04,1001,476,1098,602,0.0
2014-09-05,1001,165,903,428,1.875
2014-09-06,1001,378,1246,594,1.476
2014-09-07,1001,269,1079,622,2.173
2014-09-08,1001,230,907,465,0.0
2014-09-09,1001,345,1190,602,1.399
2014-09-10,1001,255,1098,483,0.0
2014-09-11,1001,113,992,414,2.461
2014-09-12,1001,305,820,428,5.857
2014-09-13,1001,140,991,426,1.189
2014-09-14,1001,109,813,351,4.768
2014-09-15,1001,306,765,509,3.407
2014-09-16,1001,274,1047,567,6.195
2014-09-17,1001,-69,886,286,0.0
2014-09-18,1001,176,840,430,1.831
2014-09-19,1001,92,924,414,0.0
2014-09-20,1001,185,896,389,0.0
2014-09-21,1001,110,861,328,0.0
2014-09-22,1001,8,927,387,0.0
2014-09-23,1001,175,975,526,2.805
2014-09-24,1001,270,867,507,6.273
2014-09-25,1001,-90,718,314,6.674
2014-09-26,1001,-38,861,373,0.631
2014-09-27,1001,99,787,317,0.767
2014-09-28,1001,187,815,365,0.0
2014-09-29,1001,181,1010,477,1.648
2014-09-30,1001,13,667,303,1.96
2014-10-01,1001,55,890,324,0.705
2014-10-02,1001,21,717,285,0.923
2014-10-03,1001,131,819,314,0.461
2014-10-04,1001,217,736,337,3.666
2014-10-05,1001,-69,901,247,3.45
2014-10-06,1001,230,911,356,0.0
2014-10-07,1001,-61,928,430,2.04
2014-10-08,1001,-86,616,130,1.307
2014-10-09,1001,-155,770,309,1.155
2014-10-10,1001,-138,754,373,0.0
2014-10-11,1001,37,844,373,1.232
2014-10-12,1001,-219,712,184,1.486
2014-10-13,1001,-158,560,115,1.11
2014-10-14,1001,12,791,247,1.415
2014-10-15,1001,32,654,342,0.0
2014-10-16,1001,-12,632,243,2.986
2014-10-17,1001,-101,585,158,5.799
2014-10-18,1001,114,798,295,0.0
2014-10-19,1001,-68,1067,353,2.029
2014-10-20,1001,123,865,302,4.959
2014-10-21,1001,47,732,259,2.124
2014-10-22,1001,-272,632,164,0.617
2014-10-23,1001,19,804,310,1.422
2014-10-24,1001,-130,644,194,2.86
2014-10-25,1001,-210,693,218,0.0
2014-10-26,1001,-133,851,202,5.968
2014-10-27,1001,-229,760,179,1.238
2014-10-28,1001,-137,1063,338,1.144
2014-10-29,1001,-70,600,192,1.167
2014-10-30,1001,-277,535,124,1.049
2014-10-31,1001,-118,701,205,0.0
2014-11-01,1001,130,780,380,1.379
2014-11-02,1001,-82,809,254,0.0
2014-11-03,1001,-206,627,193,0.836
2014-11-04,1001,156,948,357,0.0
2014-11-05,1001,-274,591,91,3.239
2014-11-06,1001,-18,623,240,0.0
2014-11-07,1001,-127,607,203,6.318
2014-11-08,1001,-133,803,204,3.445
2014-11-09,1001,38,904,353,2.434
2014-11-10,1001,9,781,292,2.473
2014-11-11,1001,2,1030,308,0.0
2014-11-12,1001,166,925,387,3.242
2014-11-13,1001,-91,816,245,1.035
2014-11-14,1001,75,914,327,0.0
2014-11-15,1001,-84,943,348,1.543
2014-11-16,1001,123,631,245,0.0
2014-11-17,1001,159,877,363,0.0
2014-11-18,1001,-49,740,202,0.933
2014-11-19,1001,81,683,295,4.11
2014-11-20,1001,-31,1035,410,3.513
2014-11-21,1001,-129,843,246,7.661
2014-11-22,1001,-191,569,105,3.455
2014-11-23,1001,-10,819,312,1.175
2014-11-24,1001,-35,541,265,0.0
2014-11-25,1001,-58,760,291,0.0
2014-11-26,1001,-30,477,215,0.0
2014-11-27,1001,-217,733,211,2.374
2014-11-28,1001,102,797,373,0.0
2014-11-29,1001,-146,664,233,0.0
2014-11-30,1001,-72,819,379,0.0
2014-12-01,1001,17,688,269,0.412
2014-12-02,1001,78,871,369,1.865
2014-12-03,1001,-49,1056,435,0.0
2014-12-04,1001,10,620,187,1.676
2014-12-05,1001,-184,629,190,7.33
2014-12-06,1001,173,856,445,0.0
2014-12-07,1001,24,807,393,8.403
2014-12-08,1001,58,1029,383,2.269
2014-12-09,1001,115,809,493,0.0
2014-12-10,1001,82,912,438,1.945
2014-12-11,1001,76,857,458,0.0
2014-12-12,1001,187,1145,514,0.0
2014-12-13,1001,242,951,439,1.39
2014-12-14,1001,281,1344,572,3.736
2014-12-15,1001,15,756,347,0.0
2014-12-16,1001,-6,936,348,0.0
2014-12-17,1001,268,1087,447,0.0
2014-12-18,1001,47,889,352,3.998
2014-12-19,1001,173,730,408,5.501
2014-12-20,1001,223,947,461,1.157
2014-12-21,1001,227,1112,522,3.853
2014-12-22,1001,82,691,353,1.245
2014-12-23,1001,107,1021,489,0.0
2014-12-24,1001,42,1053,421,4.768
2014-12-25,1001,252,915,609,0.0
2014-12-26,1001,171,947,470,0.0
2014-12-27,1001,-115,1016,462,0.0
2014-12-28,1001,18,1144,547,5.677
2014-12-29,1001,186,1047,583,0.0
2014-12-30,1001,240,1029,569,0.774
2014-12-31,1001,275,1065,687,1.444
2015-01-01,1001,319,1161,677,0.0
2015-01-02,1001,380,1159,594,5.683
2015-01-03,1001,122,763,550,4.339
2015-01-04,1001,449,1160,665,4.517
2015-01-05,1001,178,1295,597,1.971
2015-01-06,1001,378,1160,616,1.678
2015-01-07,1001,315,994,616,0.0
2015-01-08,1001,234,1068,554,5.648
2015-01-09,1001,323,1096,578,2.979
2015-01-10,1001,280,1296,688,2.574
2015-01-11,1001,211,1166,670,2.553
2015-01-12,1001,249,1344,622,0.706
2015-01-13,1001,257,1388,640,4.192
2015-01-14,1001,467,999,752,2.022
2015-01-15,1001,334,1385,686,1.945
2015-01-16,1001,456,1243,811,1.548
2015-01-17,1001,704,1191,816,2.285
2015-01-18,1001,227,1238,831,3.358
2015-01-19,1001,581,1516,849,0.0
2015-01-20,1001,487,1341,719,0.0
2015-01-21,1001,419,1483,798,9.611
2015-01-22,1001,603,1217,920,3.645
2015-01-23,1001,423,1196,826,0.0
2015-01-24,1001,591,1649,925,1.325
2015-01-25,1001,738,1416,917,0.166
2015-01-26,1001,633,1249,946,4.172
2015-01-27,1001,496,1317,847,7.748
2015-01-28,1001,479,1017,740,0.402
2015-01-29,1001,390,1232,756,0.716
2015-01-30,1001,590,1443,864,0.0
2015-01-31,1001,753,1374,953,0.0
2015-02-01,1001,688,1373,1048,4.703
2015-02-02,1001,678,1253,903,0.0
2015-02-03,1001,625,1571,889,3.453
2015-02-04,1001,729,1590,924,8.001
2015-02-05,1001,624,1425,921,6.961
2015-02-06,1001,703,1401,921,2.265
2015-02-07,1001,847,1512,1109,1.066
2015-02-08,1001,814,1574,1067,1.538
2015-02-09,1001,712,1370,959,1.388
2015-02-10,1001,749,1571,997,2.586
2015-02-11,1001,779,1431,1081,1.462
2015-02-12,1001,589,1519,931,0.0
2015-02-13,1001,858,1525,1111,7.944
2015-02-14,1001,697,1562,1042,0.975
2015-02-15,1001,791,1606,1185,5.413
2015-02-16,1001,575,1354,1002,0.847
2015-02-17,1001,801,1656,1106,5.913
2015-02-18,1001,669,1171,990,0.0
2015-02-19,1001,790,1714,1226,2.388
2015-02-20,1001,721,1639,1097,0.0
2015-02-21,1001,758,1413,986,0.0
2015-02-22,1001,931,1883,1140,1.626
2015-02-23,1001,815,1577,1151,1.15
2015-02-24,1001,871,1781,1203,1.416
2015-02-25,1001,866,1678,1110,0.0
2015-02-26,1001,805,1670,1201,2.317
2015-02-27,1001,881,1565,1252,0.0
2015-02-28,1001,1129,1925,1388,2.292
2015-03-01,1001,1050,1560,1160,9.612
2015-03-02,1001,650,1829,1134,0.0
2015-03-03,1001,1019,1723,1242,0.0
2015-03-04,1001,957,1652,1157,3.421
2015-03-05,1001,1073,2068,1318,0.0
2015-03-06,1001,831,1892,1247,0.52
2015-03-07,1001,895,1613,1182,0.0
2015-03-08,1001,1043,1845,1317,0.0
2015-03-09,1001,1013,1941,1307,1.677
2015-03-10,1001,829,1862,1252,0.0
2015-03-11,1001,1009,1825,1384,1.153
2015-03-12,1001,863,1833,1311,2.722
2015-03-13,1001,902,1738,1178,6.354
2015-03-14,1001,1007,1739,1287,0.0
2015-03-15,1001,943,1738,1254,0.0
2015-03-16,1001,1083,1719,1382,0.0
2015-03-17,1001,1058,1880,1434,2.511
2015-03-18,1001,1046,1623,1343,5.945
2015-03-19,1001,989,1941,1373,0.353
2015-03-20,1001,1078,1940,1468,4.128
2015-03-21,1001,1211,1824,1440,0.48
2015-03-22,1001,982,1688,1421,0.0
2015-03-23,1001,1222,2264,1518,2.412
2015-03-24,1001,1140,1874,1409,0.529
2015-03-25,1001,1031,1824,1364,0.0
2015-03-26,1001,1320,1978,1554,1.359
2015-03-27,1001,1295,2086,1573,5.374
2015-03-28,1001,951,1747,1331,1.369
2015-03-29,1001,890,1935,1491,0.0
2015-03-30,1001,1143,1922,1425,1.956
2015-03-31,1001,1193,1936,1500,1.453
2015-04-01,1001,1117,1915,1579,0.0
2015-04-02,1001,1293,1956,1461,5.56
2015-04-03,1001,1263,1794,1528,0.0
2015-04-04,1001,1314,2161,1513,2.672
2015-04-05,1001,1265,1981,1492,0.0
2015-04-06,1001,1161,1868,1568,4.437
2015-04-07,1001,803,1851,1261,0.0
2015-04-08,1001,1144,2063,1499,0.457
2015-04-09,1001,1114,2056,1458,2.679
2015-04-10,1001,1310,2157,1565,0.0
2015-04-11,1001,1039,1784,1357,0.522
2015-04-12,1001,1061,1981,1492,0.0
2015-04-13,1001,1146,2044,1511,6.828
2015-04-14,1001,1244,1920,1494,2.466
2015-04-15,1001,1076,1877,1408,0.0
2015-04-16,1001,1327,2019,1457,3.562
2015-04-17,1001,1252,2073,1404,0.757
2015-04-18,1001,1205,1823,1496,5.812
2015-04-19,1001,1155,2179,1591,0.0
2015-04-20,1001,1384,2179,1598,3.457
2015-04-21,1001,1405,2256,1638,0.205
2015-04-22,1001,1110,1864,1481,0.0
